Site Name,Site ID,Sample Date,Lab Sample ID,Time Collected,Time Delivered To Lab,Duplicate,Wet Weather?,Within holding time(6 hrs)?,Preservation temperature (deg C),Preservation ~4 deg C,Volume (mL),MPN/100mL Undiluted Sample,Lab,Analyst,Monitoring Org,Comments
E. Coli Culture QC,EC,9/7/2023,23-27-24,10:20:00,10:20:00,N,N,Y,NA,NA,100,> 2419.6,CRC Lab,Langley,CRC,0
E. Coli Culture QC,EC,9/14/2023,23-28-18,10:50:00,10:50:00,N,Y,Y,NA,NA,100,> 2419.6,CRC Lab,Langley,CRC,0
"Scantic River, Harrington Brook (Route 140)",EW1,6/7/2023,EW1,6:59:00,9:30:00,N,N,Y,4,Y,100,490.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,6/14/2023,EW1,7:53:00,10:20:00,N,Y,Y,4,Y,100,135.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,6/21/2023,EW1,7:53:00,9:50:00,N,N,Y,4,Y,100,129.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,6/28/2023,EW1,8:12:00,10:00:00,N,Y,Y,4,Y,100,118.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,7/5/2023,EW1,6:58:00,9:30:00,N,Y,Y,4,Y,100,816.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,7/12/2023,EW1,7:15:00,9:30:00,N,Y,Y,4,Y,100,73.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,7/19/2023,EW1,6:35:00,9:00:00,N,Y,Y,4,Y,100,1553.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,7/26/2023,EW1,6:20:00,10:00:00,N,Y,Y,4,Y,100,111.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,8/2/2023,EW1,6:53:00,9:30:00,N,N,Y,4,Y,100,87.5,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,8/9/2023,EW1,6:39:00,9:00:00,N,Y,Y,4,Y,100,23.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,8/16/2023,EW1,6:49:00,10:15:00,N,Y,Y,4,Y,100,23.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,8/23/2023,EW1,7:12:00,9:00:00,N,N,Y,4,Y,100,67.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,8/30/2023,EW1,7:34:00,8:10:00,N,N,Y,4,Y,100,53.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,9/6/2023,EW1,6:34:00,7:40:00,N,N,Y,4,Y,100,107.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Harrington Brook (Route 140)",EW1,9/13/2023,EW1,6:25:00,7:40:00,N,Y,Y,4,Y,100,118.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,6/7/2023,EW28,6:58:00,9:30:00,N,N,Y,4,Y,100,29.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,6/14/2023,EW28,7:58:00,10:20:00,N,Y,Y,4,Y,100,72.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,6/21/2023,EW28,8:00:00,9:50:00,N,N,Y,4,Y,100,119.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,6/28/2023,EW28,8:14:00,10:00:00,N,Y,Y,4,Y,100,298.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,7/5/2023,EW28,7:25:00,9:30:00,N,Y,Y,4,Y,100,1011.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,7/12/2023,EW28,7:18:00,9:30:00,N,Y,Y,4,Y,100,151.5,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,7/19/2023,EW28,7:10:00,9:00:00,N,Y,Y,4,Y,100,980.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,7/26/2023,EW28,6:24:00,10:00:00,N,Y,Y,4,Y,100,315.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,8/2/2023,EW28,7:32:00,9:30:00,N,N,Y,4,Y,100,97.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,8/9/2023,EW28,6:44:00,9:00:00,N,Y,Y,4,Y,100,38.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,8/16/2023,EW28,6:55:00,10:15:00,N,Y,Y,4,Y,100,53.5,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,8/23/2023,EW28,7:15:00,9:00:00,N,N,Y,4,Y,100,54.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,8/30/2023,EW28,7:40:00,8:10:00,N,N,Y,4,Y,100,47.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,9/6/2023,EW28,6:40:00,7:40:00,N,N,Y,4,Y,100,216.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Filterbeds",EW28,9/13/2023,EW28,6:30:00,7:40:00,N,Y,Y,4,Y,100,158.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,6/7/2023,EW29,7:21:00,9:30:00,N,N,Y,4,Y,100,18.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,6/14/2023,EW29,8:12:00,10:20:00,N,Y,Y,4,Y,100,2,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,6/21/2023,EW29,8:15:00,9:50:00,N,N,Y,4,Y,100,34.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,6/28/2023,EW29,8:36:00,10:00:00,N,Y,Y,4,Y,100,15.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,7/5/2023,EW29,7:15:00,9:30:00,N,Y,Y,4,Y,100,410.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,7/12/2023,EW29,7:31:00,9:30:00,N,Y,Y,4,Y,100,13.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,7/19/2023,EW29,6:57:00,9:00:00,N,Y,Y,4,Y,100,1413.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,7/26/2023,EW29,6:38:00,10:00:00,N,Y,Y,4,Y,100,290.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,8/2/2023,EW29,7:15:00,9:30:00,N,N,Y,4,Y,100,113.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,8/9/2023,EW29,7:01:00,9:00:00,N,Y,Y,4,Y,100,40.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,8/16/2023,EW29,7:28:00,10:15:00,N,Y,Y,4,Y,100,23.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,8/23/2023,EW29,7:33:00,9:00:00,N,N,Y,4,Y,100,69.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,8/30/2023,EW29,7:57:00,8:10:00,N,N,Y,4,Y,100,105,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,9/6/2023,EW29,7:08:00,7:40:00,N,N,Y,4,Y,100,115.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Windsorville Pond",EW29,9/13/2023,EW29,7:00:00,7:40:00,N,Y,Y,4,Y,100,133.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,6/7/2023,EW3,7:04:00,9:30:00,N,N,Y,4,Y,100,770.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,6/14/2023,EW3,8:04:00,10:20:00,N,Y,Y,4,Y,100,42,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,6/21/2023,EW3,8:08:00,9:50:00,N,N,Y,4,Y,100,146.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,6/28/2023,EW3,8:18:00,10:00:00,N,Y,Y,4,Y,100,1732.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,7/5/2023,EW3,7:10:00,9:30:00,N,Y,Y,4,Y,100,387.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,7/12/2023,EW3,7:23:00,9:30:00,N,Y,Y,4,Y,100,139.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,7/19/2023,EW3,6:42:00,9:00:00,N,Y,Y,4,Y,100,249.5,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,7/26/2023,EW3,6:30:00,10:00:00,N,Y,Y,4,Y,100,155.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,8/2/2023,EW3,7:40:00,9:30:00,N,N,Y,4,Y,100,75.5,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,8/9/2023,EW3,6:55:00,9:00:00,N,Y,Y,4,Y,100,6.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,8/16/2023,EW3,7:04:00,10:15:00,N,Y,Y,4,Y,100,64.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,8/23/2023,EW3,7:22:00,9:00:00,N,N,Y,4,Y,100,67,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,8/30/2023,EW3,7:48:00,8:10:00,N,N,Y,4,Y,100,112.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,9/6/2023,EW3,6:54:00,7:40:00,N,N,Y,4,Y,100,133.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Omelia Bridge",EW3,9/13/2023,EW3,6:40:00,7:40:00,N,Y,Y,4,Y,100,123.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,6/7/2023,EW4,6:50:00,9:30:00,N,N,Y,4,Y,100,26.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,6/14/2023,EW4,7:50:00,10:20:00,N,Y,Y,4,Y,100,77.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,6/21/2023,EW4,7:49:00,9:50:00,N,N,Y,4,Y,100,110,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,6/28/2023,EW4,8:08:00,10:00:00,N,Y,Y,4,Y,100,579.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,7/5/2023,EW4,6:59:00,9:30:00,N,Y,Y,4,Y,100,980.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,7/12/2023,EW4,7:12:00,9:30:00,N,Y,Y,4,Y,100,14.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,7/19/2023,EW4,6:30:00,9:00:00,N,Y,Y,4,Y,100,>2419.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,7/26/2023,EW4,6:14:00,10:00:00,N,Y,Y,4,Y,100,461.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,8/2/2023,EW4,6:45:00,9:30:00,N,N,Y,4,Y,100,151.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,8/9/2023,EW4,6:35:00,9:30:00,N,Y,Y,4,Y,100,8.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,8/16/2023,EW4,6:44:00,10:15:00,N,Y,Y,4,Y,100,29.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,8/23/2023,EW4,7:05:00,9:00:00,N,N,Y,4,Y,100,59.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,8/30/2023,EW4,7:29:00,8:10:00,N,N,Y,4,Y,100,100.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,9/6/2023,EW4,6:25:00,7:40:00,N,N,Y,4,Y,100,107.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Old Melrose Bridge ",EW4,9/13/2023,EW4,6:14:00,7:40:00,N,Y,Y,4,Y,100,143,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,6/7/2023,EW5,7:00:00,9:30:00,N,N,Y,4,Y,100,14.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,6/14/2023,EW5,8:00:00,10:20:00,N,Y,Y,4,Y,100,65,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,6/21/2023,EW5,8:03:00,9:50:00,N,N,Y,4,Y,100,238.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,6/28/2023,EW5,8:15:00,10:00:00,N,Y,Y,4,Y,100,360.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,7/5/2023,EW5,7:26:00,9:30:00,N,Y,Y,4,Y,100,980.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,7/12/2023,EW5,7:19:00,9:30:00,N,Y,Y,4,Y,100,140.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,7/19/2023,EW5,7:12:00,9:00:00,N,Y,Y,4,Y,100,866.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,7/26/2023,EW5,6:25:00,10:00:00,N,Y,Y,4,Y,100,980.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,8/2/2023,EW5,7:35:00,9:30:00,N,N,Y,4,Y,100,113.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,8/9/2023,EW5,6:45:00,9:30:00,N,Y,Y,4,Y,100,4.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,8/16/2023,EW5,6:58:00,10:15:00,N,Y,Y,4,Y,100,15.5,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,8/23/2023,EW5,7:18:00,9:00:00,N,N,Y,4,Y,100,72.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,8/30/2023,EW5,7:42:00,8:10:00,N,N,Y,4,Y,100,119.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,9/6/2023,EW5,6:42:00,7:40:00,N,N,Y,4,Y,100,143.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Broad Brook (Mill St.)",EW5,9/13/2023,EW5,6:32:00,7:40:00,N,Y,Y,4,Y,100,107.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Ketch Brook (Rye St)",EW6,6/7/2023,EW6,7:10:00,9:30:00,N,N,Y,4,Y,100,13,USJ,Kirsten Martin,SRWA,
"Scantic River, Ketch Brook (Rye St)",EW6,6/28/2023,EW6,8:25:00,10:00:00,N,Y,Y,4,Y,100,54.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Ketch Brook (Rye St)",EW6,7/5/2023,EW6,7:05:00,9:30:00,N,Y,Y,4,Y,100,387.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Ketch Brook (Rye St)",EW6,8/2/2023,EW6,7:09:00,9:30:00,N,N,Y,4,Y,100,49.1,USJ,Kirsten Martin,SRWA,
"Scantic River, Ketch Brook (Rye St)",EW6,8/16/2023,EW6,7:16:00,10:15:00,N,Y,Y,4,Y,100,10.8,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,6/7/2023,EW8,6:51:00,9:30:00,N,N,Y,4,Y,100,41.9,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,6/14/2023,EW8,7:45:00,10:20:00,N,Y,Y,4,Y,100,49.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,6/21/2023,EW8,7:45:00,9:50:00,N,N,Y,4,Y,100,31.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,6/28/2023,EW8,8:05:00,10:00:00,N,Y,Y,4,Y,100,102.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,7/5/2023,EW8,6:50:00,9:30:00,N,Y,Y,4,Y,100,148.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,7/12/2023,EW8,7:04:00,9:30:00,N,Y,Y,4,Y,100,84.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,7/19/2023,EW8,7:07:00,9:00:00,N,Y,Y,4,Y,100,387.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,7/26/2023,EW8,6:10:00,10:00:00,N,Y,Y,4,Y,100,2419.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,8/2/2023,EW8,6:40:00,9:30:00,N,N,Y,4,Y,100,148.3,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,8/9/2023,EW8,6:30:00,9:30:00,N,Y,Y,4,Y,100,6.2,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,8/16/2023,EW8,6:40:00,10:15:00,N,Y,Y,4,Y,100,54.4,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,8/23/2023,EW8,7:00:00,9:00:00,N,N,Y,4,Y,100,88.6,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,8/30/2023,EW8,7:25:00,8:10:00,N,N,Y,4,Y,100,141.7,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,9/6/2023,EW8,6:20:00,7:40:00,N,N,Y,4,Y,100,223.5,USJ,Kirsten Martin,SRWA,
"Scantic River, Brood Brook Stream/ East Road",EW8,9/13/2023,EW8,6:10:00,7:40:00,N,Y,Y,4,Y,100,176.9,USJ,Kirsten Martin,SRWA,
Fall River,Fall-160,6/6/2023,2023-008,11:00:00,13:29:00,N,N,Y,NA,NA,100,104.3,FRWA,"LH, OB",FRWA,
Fall River,Fall-160,7/11/2023,2023-053,11:20:00,13:35:00,N,Y,Y,2,Y,100,43.9,FRWA IdexxColil,OB CR,FRWA,
Fall River,Fall-160,7/25/2023,2023-075,11:13:00,13:58:00,N,N,Y,1.1,Y,100,8.6,FRWA IdexxColil,OB CR,FRWA,
Fall River,Fall-160,8/8/2023,2023-097,10:50:00,13:17:00,N,Y,Y,1.9,Y,100,7.5,FRWA IdexxColil,OB CR,FRWA,
Fall River,Fall-160,8/22/2023,2023-119,11:02:00,14:05:00,N,N,Y,1.4,Y,100,2,FRWA IdexxColil,LH CK,FRWA,
"West Branch Farmington River, Barkhamstead Route 20",FR-1,6/13/2023,2023-1008,12:05:00,14:20:00,N,Y,Y,NA,NA,100,10.3,FRWA,CK,FRWA,
"West Branch Farmington River, Barkhamstead Route 20",FR-1,7/18/2023,2023-1128,10:55:00,13:59:00,N,Y,Y,2,Y,100,78,FRWA IdexxColil,OB CR,FRWA,
"West Branch Farmington River, Barkhamstead Route 20",FR-1,8/1/2023,2023-1008,10:55:00,13:15:00,N,Y,Y,1.8,Y,100,4.1,FRWA IdexxColil,EM CR,FRWA,
"West Branch Farmington River, Barkhamstead Route 20",FR-1,8/15/2023,2023-1099,10:37:00,13:04:00,N,Y,Y,1.3,Y,100,55.7,FRWA IdexxColil,OB CR,FRWA,
"West Branch Farmington River, Barkhamstead Route 20",FR-1,9/6/2023,2023-1152,10:28:00,13:30:00,N,N,Y,0.4,Y,100,7.4,FRWA IdexxColil,PV CK,FRWA,
"West Branch Farmington River, Barkhamstead Town Baseball Field",FR-2,6/13/2023,2023-1009,12:18:00,14:20:00,N,Y,Y,NA,NA,100,38.4,FRWA,CK,FRWA,
"West Branch Farmington River, Barkhamstead Town Baseball Field",FR-2,7/18/2023,2023-1129,11:05:00,13:59:00,N,Y,Y,2,Y,100,378.4,FRWA IdexxColil,OB CR,FRWA,
"West Branch Farmington River, Barkhamstead Town Baseball Field",FR-2,8/1/2023,2023-1009,11:03:00,13:15:00,N,Y,Y,1.8,Y,100,54.5,FRWA IdexxColil,EM CR,FRWA,
"West Branch Farmington River, Barkhamstead Town Baseball Field",FR-2,8/15/2023,2023-1100,10:44:00,13:04:00,N,Y,Y,1.3,Y,100,980.4,FRWA IdexxColil,OB CR,FRWA,
"West Branch Farmington River, Barkhamstead Town Baseball Field",FR-2,9/6/2023,2023-1153,10:22:00,13:30:00,N,N,Y,0.4,Y,100,38.8,FRWA IdexxColil,PV CK,FRWA,
"West Branch Farmington River, New Hartford",FR-3,6/13/2023,2023-1005,11:22:00,14:20:00,N,Y,Y,NA,NA,100,47.9,FRWA,CK,FRWA,
"West Branch Farmington River, New Hartford",FR-3,7/18/2023,2023-1125,10:10:00,13:59:00,N,Y,Y,2,Y,100,185,FRWA IdexxColil,OB CR,FRWA,
"West Branch Farmington River, New Hartford",FR-3,8/1/2023,2023-1005,10:10:00,13:15:00,N,Y,Y,1.8,Y,100,36.8,FRWA IdexxColil,EM CR,FRWA,
"West Branch Farmington River, New Hartford",FR-3,8/15/2023,2023-1096,11:24:00,13:04:00,N,Y,Y,1.3,Y,100,155.3,FRWA IdexxColil,OB CR,FRWA,
"West Branch Farmington River, New Hartford",FR-3,9/6/2023,2023-1149,11:16:00,13:30:00,N,N,Y,0.4,Y,100,28.5,FRWA IdexxColil,PV CK,FRWA,
Farmington River - Satan’s Kingdom State Recreation Area,FR-4,6/13/2023,2023-1023,11:10:00,14:20:00,N,Y,Y,0.4,Y,100,114.5,FRWA IdexxColil,LH CR,FRWA,
Farmington River - Satan’s Kingdom State Recreation Area,FR-4,7/18/2023,2023-1047,10:00:00,13:59:00,N,Y,Y,2,Y,100,178.5,FRWA IdexxColil,OB CR,FRWA,
Farmington River - Satan’s Kingdom State Recreation Area,FR-4,8/1/2023,2023-1071,10:00:00,13:15:00,N,Y,Y,1.8,Y,100,30.1,FRWA IdexxColil,EM CR,FRWA,
Farmington River - Satan’s Kingdom State Recreation Area,FR-4,8/15/2023,2023-1095,11:33:00,13:04:00,N,Y,Y,1.3,Y,100,214.3,FRWA IdexxColil,OB CR,FRWA,
Farmington River - Satan’s Kingdom State Recreation Area,FR-4,8/29/2023,2023-1124,11:34:00,13:00:00,N,N,Y,0.3,Y,100,44.8,FRWA IdexxColil,PV CK,FRWA,
Farmington River - Satan’s Kingdom State Recreation Area,FR-4,9/6/2023,2023-1148,11:25:00,13:30:00,N,N,Y,0.4,Y,100,34.5,FRWA IdexxColil,PV CK,FRWA,
Farmington River Burlington Farmington Canal Heritage Trail,FR-B1,6/12/2023,2023-2016,10:15:00,13:20:00,N,Y,Y,NA,NA,100,6.3,FRWA,CR LH,FRWA,
Farmington River Burlington Farmington Canal Heritage Trail,FR-B1,6/26/2023,2023-2049,11:00:00,13:52:00,N,Y,Y,0.3,Y,100,26.2,FRWA IdexxColil,LH OB,FRWA,
Farmington River Burlington Farmington Canal Heritage Trail,FR-B1,7/24/2023,2023-2082,8:39:00,12:24:00,N,N,Y,1,Y,100,37.9,FRWA IdexxColil,OB CR,FRWA,
Farmington River Burlington Farmington Canal Heritage Trail,FR-B1,8/7/2023,2023-2139,10:20:00,13:04:00,N,N,Y,1.2,Y,100,980.4,FRWA IdexxColil,OB CR,FRWA,
Farmington River Burlington Farmington Canal Heritage Trail,FR-B1,8/21/2023,2023-2172,9:48:00,14:05:00,N,N,Y,0.3,Y,100,179.3,FRWA IdexxColil,CK LH,FRWA,
Farmington River at Route 187 Bridge,FR-EG1,6/5/2023,2023-2002,11:01:00,13:03:00,N,N,Y,NA,NA,100,15.6,FRWA,LH. OB,FRWA,
Farmington River at Route 187 Bridge,FR-EG1,6/19/2023,2023-2035,11:03:00,13:36:00,N,N,Y,NA,NA,100,29.5,FRWA,LH EM,FRWA,
Farmington River at Route 187 Bridge,FR-EG1,7/17/2023,2023-2068,11:07:00,14:10:00,N,Y,Y,2,Y,100,1553.1,FRWA IdexxColil,OB CR,FRWA,
Farmington River at Route 187 Bridge,FR-EG1,7/31/2023,2023-2125,11:00:00,12:51:00,N,Y,Y,0.7,Y,100,156.5,FRWA IdexxColil,EM CR,FRWA,
Farmington River at Route 187 Bridge,FR-EG1,8/14/2023,2023-2158,10:56:00,12:37:00,N,Y,Y,1.1,Y,100,116.9,FRWA IdexxColil,OB CR,FRWA,
Farmington River at Route 187 Bridge,FR-EG1,8/28/2023,2023-2192,11:03:00,13:00:00,N,Y,Y,0.4,Y,100,59.4,FRWA IdexxColil,CK LH,FRWA,
Farmington River at Town Gardens,FR-F1,6/12/2023,2023-2018,10:50:00,13:20:00,N,Y,Y,NA,NA,100,8.6,FRWA,CR LH,FRWA,
Farmington River at Town Gardens,FR-F1,6/26/2023,2023-2051,11:25:00,13:52:00,N,Y,Y,0.3,Y,100,23.3,FRWA IdexxColil,LH OB,FRWA,
Farmington River at Town Gardens,FR-F1,7/24/2023,2023-2084,9:00:00,12:24:00,N,N,Y,1,Y,100,27.2,FRWA IdexxColil,OB CR,FRWA,
Farmington River at Town Gardens,FR-F1,8/7/2023,2023-2141,10:42:00,13:04:00,N,N,Y,1.2,Y,100,261.3,FRWA IdexxColil,OB CR,FRWA,
Farmington River at Town Gardens,FR-F1,8/21/2023,2023-2174,10:12:00,14:05:00,N,N,Y,0.3,Y,100,24.1,FRWA IdexxColil,CK LH,FRWA,
Farmington River at Grist Mill Dam,FR-F2,6/12/2023,2023-2020,11:05:00,13:20:00,N,Y,Y,NA,NA,100,14.6,FRWA,CR LH,FRWA,
Farmington River at Grist Mill Dam,FR-F2,6/26/2023,2023-2053,11:40:00,13:52:00,N,Y,Y,0.3,Y,100,78,FRWA IdexxColil,LH OB,FRWA,
Farmington River at Grist Mill Dam,FR-F2,7/24/2023,2023-2086,9:12:00,12:24:00,N,N,Y,1,Y,100,52,FRWA IdexxColil,OB CR,FRWA,
Farmington River at Grist Mill Dam,FR-F2,8/7/2023,2023-2143,11:48:00,13:04:00,N,N,Y,1.2,Y,100,195.6,FRWA IdexxColil,OB CR,FRWA,
Farmington River at Grist Mill Dam,FR-F2,8/21/2023,2023-2176,10:28:00,14:05:00,N,N,Y,0.3,Y,100,63.1,FRWA IdexxColil,CK LH,FRWA,
Farmington River near Pinchot Sycamore,FR-S1,6/12/2023,2023-2014,10:20:00,13:20:00,N,N,Y,NA,NA,100,17.5,FRWA,CR LH,FRWA,
Farmington River near Pinchot Sycamore,FR-S1,6/26/2023,2023-2047,9:00:00,13:52:00,N,Y,Y,0.3,Y,100,101.7,FRWA IdexxColil,LH OB,FRWA,
Farmington River near Pinchot Sycamore,FR-S1,7/24/2023,2023-2080,9:00:00,12:24:00,N,N,Y,1,Y,100,55.6,FRWA IdexxColil,OB CR,FRWA,"High, Very Silty"
